,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,is_organic
50944,CC(C)(C)[C@]1(C[C@H]2[C@@]3([C@@]14[C@@H](C(=O)O[C@@H]4OC3=O)O)CC(=O)O2)O,Inactive,0,True
50945,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@@H]4[C@H]3C[C@@H]2[C@@]61C7=CC=CC=C75,Inactive,0,True
50946,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)C4=CC=CC=C4)CC2,Inactive,0,True
50947,C/C(=C\C1CCCCC1)/C(C2=CC=C(C=C2)C3=CC=CC=C3)NC(=O)C4=CC=C(C=C4)C(F)(F)F,Inactive,0,True
50948,C=CCN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC4=C3C=C(C=C4)O.[C@@H]([C@@H](C(=O)O)O)(C(=O)O)O,Inactive,0,True
50949,C(/C=C\C(=O)O)O,Inactive,0,True
50950,CCNC(=O)[C@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Inactive,0,True
50953,C1C[C@@]2(CCN(C2)C(=O)NC3=CC=CC=C3)CN(C1)C(=O)C4=CC=NC=C4,Inactive,0,True
50954,CCNC(=O)[C@H]1[C@@H]([C@@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)NCC4=CC=CC=C4)O)O,Inactive,0,True
50955,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@H]([C@@H](O3)COP(=O)(O)OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]4[C@@H]([C@@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N,Inactive,0,True
50956,C1CN(CCC12CN(C2)CC3=CC=C(C=C3)C#N)C(=O)C4=NC=CN=C4,Inactive,0,True
50957,C[C@]1([C@H]2CC[C@@H]([C@]1(C)C(=O)O)O2)C(=O)O,Inactive,0,True
50958,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,Inactive,0,True
50959,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NCCN,Inactive,0,True
50960,CS(=O)(=O)C1=CC=C(C=C1)CN2C3=C(CCC[C@H]3CC(=O)O)C4=C2C(=CC(=C4)F)F,Inactive,0,True
50961,C1C[C@@]2(CCN(C2)C3=CC=NC=C3)CN(C1)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Inactive,0,True
50962,C1CN(CCC12CN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)C4=CSN=N4,Inactive,0,True
50963,CN1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC(=CC=C3)F,Inactive,0,True
50964,CC(=O)N1CCC[C@]2(C1)CCN(C2)C3=CC=CC=C3,Inactive,0,True
50965,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC(=C3)C#N)N(C)C,Active,4,True
50966,CC1=C(C(=NO1)C)C(=O)N2CCC[C@]3(C2)CCN(C3)CC4=CC=CC=C4,Inactive,0,True
50967,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@@H](O2)CO)O)O,Inactive,0,True
50969,CN1CCN(CC1)C2=C(C=CC(=C2)NS(=O)(=O)C3=CC=C(C=C3)I)OC,Inactive,0,True
50970,C1CN(CCC12CCN(CC2)S(=O)(=O)C3=CC=CC=C3)C4=NC=CC=N4,Inactive,0,True
50971,C[C@@H]1OC[C@H]2[C@H](O1)[C@H]([C@H]([C@@H](O2)O[C@H]3[C@@H]4COC(=O)[C@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,Inactive,0,True
50972,C1=CC(=C(C=C1O)O)CC(=O)N[C@@H](CC(=O)N)C(=O)O,Inactive,0,True
50973,CCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,Inactive,0,True
50974,CC[C@H](C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,Inactive,0,True
50975,CC(C)CN1CCC2(CC1)CCN(CC2)C(=O)C3=CC=C(C=C3)OC,Inactive,0,True
50976,C1CN(CCC12CCN(CC2)C(=O)NC3=CC(=CC=C3)F)C(=O)C4=CC=NC=C4,Inactive,0,True
50978,CCCN1CCC[C@H]2[C@H]1CC3=CN=C(N=C3C2)N,Inactive,0,True
50979,CC1=C(C=CC(=C1)C2=NOC(=N2)C)C3=CC=C(C=C3)C(=O)N4CCC5=CC6=C(C=C54)C7(CCN(CC7)C)CO6,Inactive,0,True
50980,C[N+]1([C@@H]2CC(C[C@H]1[C@@H]3[C@H]2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4)C,Inactive,0,True
50981,C1C[C@H](N(C1)C(=O)CCC(=O)O)C(=O)O,Inactive,0,True
50982,CP(=O)(C1=CC[NH2+]CC1)[O-],Inactive,0,True
50983,C[C@](C1=CC=C(C=C1)C(=O)O)(C(=O)O)N,Inactive,0,True
50984,COCC(=O)N1CCC2(CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)CC1,Inactive,0,True
50985,C1CN(CCC12CN(C2)CC3=CC=C(C=C3)C#N)C(=O)C4=CC=CO4,Inactive,0,True
50987,C1=C(NC=N1)CC(=O)O,Inactive,0,True
50988,C1CN(CCC12CCN(CC2)C(=O)C3=CSN=N3)C4=NC=CC=N4,Inactive,0,True
50989,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)CC4=CC=NC=C4,Inactive,0,True
50990,COCC(=O)N1CCC2(CC1)CN(C2)C3=CC=CC=C3,Inactive,0,True
50992,C1CN(CCC12CN(C2)CC3=NC=CS3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,True
50993,COCC(=O)N1CCC2(CC1)CCN(CC2)C(=O)NC3=CC=C(C=C3)OC,Inactive,0,True
50994,CC(=C)[C@H]1CN[C@@H]([C@@H]1CC(=O)O)C(=O)O,Inactive,0,True
50995,CC(C)NC(=O)N1CCC2(CCN(CC2)C(=O)C3=CC=CN3C)CC1,Inactive,0,True
50996,C[C@H]1C(=O)O[C@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@@]1(C)O)(C)O,Inactive,0,True
50997,CS(=O)(=O)N1CCC2(CCCN(C2)CC3=CC=C(C=C3)C#N)CC1,Inactive,0,True
50999,CC(=O)N1CCC[C@]2(C1)CCN(C2)C3=NC=CC=N3,Inactive,0,True
51000,CC(=O)N1CCC2(CC1)CN(C2)C3=CC=CC=N3,Inactive,0,True
51001,CCCCN1CCC(CC1)N2C3=CC=CC=C3NC2=O,Inactive,0,True
51002,C1CN(CCC12CCN(CC2)C(=O)C3=CC=NC=C3)CC4=CC=CC=C4,Inactive,0,True
51003,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,Inactive,0,True
51004,C1CN=C(N1)N(CC2=CC=C(C=C2)F)C3=C(C=CC=C3Cl)Cl,Inactive,0,True
51005,C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@@H]([C@@H]([C@@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,Inactive,0,True
51006,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)C4=CC=CC=C4,Inactive,0,True
51007,COCC(=O)N1CCC[C@]2(C1)CCN(C2)CC3=CC=CC=C3OC,Inactive,0,True
51010,C1=CC(=C(C=C1[C@@H](C(=O)O)N)C(=O)O)O,Inactive,0,True
51011,C1CN(CCC12CN(C2)C(=O)NC3=CC=CC=C3)C(=O)C4=CC=CO4,Inactive,0,True
51012,COC(=O)N1CCC2(CCN(CC2)C3=NC=CC=N3)CC1,Inactive,0,True
51013,C1COCCN1[N+]2=CC(=N)O[N-]2,Inactive,0,True
51014,C1CC2(CCN(CC2)C(=O)OC3=CC=CC=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,True
51015,COC(=O)N1CCC2(CCCN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)CC1,Inactive,0,True
51016,CC(C)CN1CC2(C1)CCN(CC2)C(=O)C3=CSN=N3,Inactive,0,True
51017,CS(=O)(=O)N1CCC2(CCN(CC2)CC3=CC=NC=C3)CC1,Inactive,0,True
51018,CC(C)NC(=O)N1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC=NC=C3,Inactive,0,True
51019,COCC(=O)N1CCC2(CCN(CC2)CC3=CC=C(C=C3)C#N)CC1,Inactive,0,True
51022,CS(=O)(=O)N1CCC2(CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)CC1,Inactive,0,True
51023,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)CC4=NC=CS4,Inactive,0,True
51024,CC(=O)N1CCC[C@]2(C1)CCN(C2)CC3=CC=CC=C3,Inactive,0,True
51026,C[N+]1(CCC(CC1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3)C,Inactive,0,True
51028,CC(C)NC(=O)N1CCCC2(C1)CCN(CC2)C(=O)C3=CC=CO3,Inactive,0,True
51029,CN1CC[C@]2(C1)CCCN(C2)C(=O)C3=CSN=N3,Inactive,0,True
51030,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)C4=CC=NC=C4)CC2,Inactive,0,True
51031,CC(C)CN1CCCC2(C1)CCN(CC2)C(=O)C3=CC(=CC=C3)F,Inactive,0,True
51032,C1CN(CCC12CCN(CC2)C(=O)C3=NC=CN=C3)C4=NC=CC=N4,Inactive,0,True
51033,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)F)C4=CC=C(C=C4)C5=CC=CC=C5,Inactive,0,True
51035,COC1=CC=CC=C1CN2CCC3(CC2)CCN(CC3)C(=O)C4=CC=NC=C4,Inactive,0,True
51036,CCCCCCCCCCCCCCCCCCOC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC,Inactive,0,True
51037,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)CC4=CC=CC=C4)CC2,Inactive,0,True
51039,C1CNCCC1S(=O)(=O)O,Inactive,0,True
51041,C[C@@]12CC[C@@H](C[C@@H]1CC[C@H]3[C@H]2C[C@H]([C@]4([C@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O,Inactive,0,True
51042,CC(C)CN1CCC2(CC1)CCN(CC2)C(=O)C3=CC=NC=C3,Inactive,0,True
51043,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C4=CC=CC=C4,Inactive,0,True
51044,C(CC(=O)N)[C@H](C(=O)O)N,Inactive,0,True
51045,CC1=C(C(=NO1)C)C(=O)N2CCC3(CC2)CN(C3)C(=O)NC4=CC=C(C=C4)OC,Inactive,0,True
51046,C[C@]1(C[C@H]1C2CCCCC2)C(C3=CC=C(C=C3)C4=CC=CC=C4)NC(=O)C5=CC=CC=C5,Inactive,0,True
51047,C[C@@]12C[C@@H]([C@@]3([C@@H]([C@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,Inactive,0,True
51048,C1C[C@@]2(CCN(C2)C3=CC=CC=C3)CN(C1)C(=O)OC4=CC=CC=C4,Inactive,0,True
51049,CN1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC=CO3,Inactive,0,True
51050,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H]([C@H](CC1=CC=CC=C1)N)O,Inactive,0,True
51051,C1CNP(=O)(OC1)N(CCCl)CCCl,Inactive,0,True
51052,CCNC(=O)[C@H]1[C@@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,Inactive,0,True
51053,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCN(CC3)C4=CC=CC=N4)CC2,Inactive,0,True
51054,CC(C)NC(=O)N1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Inactive,0,True
51055,CC(C)CN1CCC2(CC1)CCN(CC2)S(=O)(=O)C3=CC=CC=C3,Inactive,0,True
51056,CC(OC1=CC=C(C=C1)O)(P(=O)(O)O)P(=O)(O)O,Inactive,0,True
51057,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,Inactive,0,True
51058,C[C@@]12[C@H]3[C@H]4[C@@H]([C@@H]([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,Inactive,0,True
51059,CC(C)NC(=O)N1CCC2(CCN(CC2)C(=O)C3=CSN=N3)CC1,Inactive,0,True
51060,C(CCN=C(N)N)CN,Inactive,0,True
51061,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)C4=NC=CC=N4)CC2,Inactive,0,True
51062,C1[C@H]([C@H]([C@H]([C@H]([C@@H](CO1)C2=C(C3=C(C=C2O)OC4=CC=CC=C4C3=O)O)O)O)O)CO,Inactive,0,True
51063,CC(C)[C@H]1[C@H]2[C@H](CCN2C(=O)/C=C\CN3CCCCC3)N(C1=O)S(=O)(=O)C,Inactive,0,True
51064,COCC(=O)N1CCC[C@]2(C1)CCN(C2)C3=CC=NC=C3,Inactive,0,True
51065,CC1=CC(=NN1C)CN2C3=C(C=C2C(=O)N(C)C)[C@H]4[C@@H](C3)CN([C@@]4(CC5=CC=CC=C5)C(=O)OC)C(=O)C6=CC=CC=C6,Inactive,0,True
51066,CC(=O)N1CCC2(CCCN(C2)CC3=CC=CC=C3)CC1,Inactive,0,True
51067,C[N+]1(CCN(CC1)C2=CC=CC=C2)C,Inactive,0,True
51068,C1CC2(CCN(CC2)C(=O)C3=NC=CN=C3)CN(C1)CC4=CC=CC=C4,Inactive,0,True
51069,CC1=C(C(=NO1)C)C(=O)N2CCC3(CC2)CN(C3)C(=O)NC4=CC(=CC=C4)F,Inactive,0,True
51070,C1CC2(CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)C4=CC=CC=C4,Inactive,0,True
51071,CC(C)CN1CCC2(CC1)CCN(CC2)C(=O)C3=CC=CN3C,Inactive,0,True
51072,C1[C@@H]2CN(C[C@H]1C3=CC=CC(=O)N3C2)C=O,Inactive,0,True
51073,C1C[C@@]2(CCN(C2)CC3=CC=CC=C3)CN(C1)C(=O)C4=NC=CN=C4,Inactive,0,True
51075,C1=C(NC=N1)CCSC(=N)N,Inactive,0,True
51076,C1CC1N2C3=NC(=NC=C3N=C(C2=O)C4=CC=C(C=C4)F)N5CCOCC5,Inactive,0,True
51079,COC1=C(C2=C(N1)C=CC(=C2)F)C(=O)OCC3CCN(CC3)CCNS(=O)(=O)C.NS(=O)(=O)O,Inactive,0,True
51080,C1CC2(CCN(CC2)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)CC4=NC=CS4,Inactive,0,True
51081,COC1=CC=CC=C1CN2CCCC3(C2)CCNCC3,Inactive,0,True
51082,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)CC4=CC=C(C=C4)F,Inactive,0,True
51083,CC(C)OC1=C(N=CC=C1)N(C)C2CCN(CC2)CC3=CC=CC=C3,Inactive,0,True
51085,C1CC1CN2CC[C@@]34[C@@H]5C6=C(C[C@@]3([C@@H]2CC7=C4C(=C(C=C7)O)O5)O)C8=C(N6)C=CC(=C8)N=C(N)N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Inactive,0,True
51086,C[C@@H]1CNCCN1S(=O)(=O)C2=CC=CC3=C2C=CN=C3,Inactive,0,True
51087,C[C@@H](CCCC(C)C)[C@@H]1CC[C@H]\2[C@]1(CCC/C2=C\C=C/3\C[C@@H](CCC3=C)O)C,Inactive,0,True
51088,C1CC2(CCN(CC2)C(=O)OC3=CC=CC=C3)CN(C1)C4=CC=C(C=C4)C5=CC=CC=C5,Inactive,0,True
51089,C1CN(CCC12CN(C2)CC3=CC=CC=C3)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Inactive,0,True
51090,C1CC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CN(C1)CC4=CC=CC=C4,Inactive,0,True
51091,CN1C=CC=C1C(=O)N2CCC3(CCN(CC3)CC4=CC=CC=C4)CC2,Inactive,0,True
51093,C1CC2(CCN(CC2)C(=O)C3=CSN=N3)CN(C1)C(=O)NC4=CC=CC(=C4)C#N,Inactive,0,True
51094,CN1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC=CN3C,Inactive,0,True
51095,CS(=O)(=O)N1CCC2(CC1)CN(C2)CC3=CC=C(C=C3)C#N,Inactive,0,True
51096,C[N+](C)(CCCCCC[N+](C)(C)CCCN1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O)CCCN4C(=O)C5=CC=CC6=C5C(=CC=C6)C4=O,Inactive,0,True
51097,CNC(=O)OCC[N+](C)(C)C,Inactive,0,True
51098,COCC(=O)N1CCC[C@]2(C1)CCN(C2)CC3=NC=CS3,Inactive,0,True
51099,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)F)CC4=CC=C(C=C4)C#N,Inactive,0,True
51100,C1C[C@H]2[C@H]3[C@H]([C@@H]1O2)C(=O)OC3=O,Inactive,0,True
51102,C1CN(CCC12CCN(CC2)C(=O)C3=CC=CO3)CC4=CC=C(C=C4)C#N,Inactive,0,True
51103,C[C@]1(C[C@H]1C2CCCCC2)C(C3=CC=C(C=C3)C4=CC=CC=C4)NC(=O)CC5=CC=C(C=C5)C(F)(F)F,Inactive,0,True
51107,C[C@@H]1C(=O)O[C@H]2[C@]1([C@]34C(=O)O[C@H]5[C@]3(C2)[C@]6([C@@H](C5)C(C)(C)C)[C@H](C(=O)O[C@H]6O4)O)O,Inactive,0,True
51108,CC(=O)O[C@H]1C[C@H]2CC[C@H]3[C@@H]([C@]2(C[C@@H]1[N+]4(CCCCC4)C)C)CC[C@@]5([C@@H]3C[C@H]([C@H]5OC(=O)C)[N+]6(CCCCC6)C)C,Inactive,0,True
51110,C([C@@H](C(=O)O)N)O,Inactive,0,True
51111,CC[N+](CC)(CC)CC,Inactive,0,True
51112,COC1=CC=C(C=C1)C(=O)N2CCC[C@]3(C2)CCN(C3)C(=O)NC4=CC=CC(=C4)C#N,Inactive,0,True
51113,C1CNCCC12CCN(CC2)C(=O)NC3=CC(=CC=C3)F,Inactive,0,True
51114,COC1=CC=C(C=C1)C(=O)N2CCC3(CCCN(C3)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F)CC2,Inactive,0,True
51115,CC(C)CN1CCCC2(C1)CCN(CC2)C(=O)C3=CC=CO3,Inactive,0,True
51116,COCC(=O)N1CCC2(CCCN(C2)C3=CC=CC=C3)CC1,Inactive,0,True
51117,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)C(C4=CC=CC=C4)C5=CC=CC=C5,Inactive,0,True
51118,CC(C)NC(=O)N1CCCC2(C1)CCN(CC2)C(=O)C3=CC=C(C=C3)OC,Inactive,0,True
51119,C1C[C@@]2(CCN(C2)CC3=NC=CS3)CN(C1)C(=O)OC4=CC=CC=C4,Inactive,0,True
51120,C1CN(CCC12CCN(CC2)C(=O)C3=CSN=N3)CC4=CC=C(C=C4)C#N,Inactive,0,True
51121,C1CN(CCC12CCN(CC2)C(=O)C3=CC=NC=C3)CC4=CC=C(C=C4)C#N,Inactive,0,True
51122,CC1=C(C(=NO1)C)C(=O)N2CCC3(CCCN(C3)C(=O)NC4=CC=C(C=C4)OC)CC2,Inactive,0,True
51123,CC1=C(C(=NO1)C)C(=O)N2CCC[C@]3(C2)CCN(C3)CC4=CC=CC=C4OC,Inactive,0,True
51124,CN1C=CC=C1C(=O)N2CCC3(CCCN(C3)CC4=NC=CS4)CC2,Inactive,0,True
51125,C1CNCCC12CN(C2)CC3=NC=CS3,Inactive,0,True
51127,CC(=O)N1CCC2(CCN(CC2)C3=CC=CC=C3)CC1,Inactive,0,True
51128,CC(C)CN1CCCC2(C1)CCN(CC2)C(=O)C3=CC=CN3C,Inactive,0,True
51129,CS(=O)(=O)N1CCC2(CCN(CC2)CC3=CC=C(C=C3)C#N)CC1,Inactive,0,True
51130,CC(=O)N1CCC2(CCN(CC2)CC3=CC=CC=C3OC)CC1,Inactive,0,True
51131,COC(=O)N1CCC2(CCCN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CC1,Inactive,0,True
51132,C1CC2(CCN(CC2)S(=O)(=O)C3=CC=CC=C3)CN(C1)CC4=NC=CS4,Inactive,0,True
51133,C(CON=C(N)N)[C@@H](C(=O)O)N,Inactive,0,True
51135,COCC(=O)N1CCC2(CCN(CC2)CC3=CC=CC=C3OC)CC1,Inactive,0,True
51136,COC(=O)[C@]1([C@@H]2[C@@H](CC3=C2C=C(N3CCSCCO)C(=O)N4CCCC4)CN1C(=O)C5=CC=CC=C5)CC6=CC=CC=C6,Inactive,0,True
51137,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)O)OC)OC)OC,Inactive,0,True
51138,COC1=CC=CC=C1CN2CC3(C2)CCN(CC3)C(=O)C4=NC=CN=C4,Inactive,0,True
51139,CC1=C(C(=NO1)C)C(=O)N2CCC3(CC2)CN(C3)C4=NC=CC=N4,Inactive,0,True
51141,COC(=O)N1CCC2(CCCN(C2)C(=O)NC3=CC(=CC=C3)F)CC1,Inactive,0,True
51142,COC(=O)N1CCC2(CC1)CN(C2)C(=O)NC3=CC=CC(=C3)C#N,Inactive,0,True
51143,C/1CO[C@@H]2CC(=O)N3[C@@H]4[C@H]2[C@H]\5C[C@@H]6[C@]4(CCN6C/C5=C1)C7=CC=CC=C73,Inactive,0,True
51144,CC(C)CN1CCC2(CC1)CCN(CC2)C(=O)OC,Inactive,0,True
51145,CC(=O)N1CC2(CC2)CC1C3=CC=CC=C3,Inactive,0,True
51146,C1CNCCC12CN(C2)CC3=CC=C(C=C3)C#N,Inactive,0,True
51147,CC(C)CN1CCC2(CC1)CCN(CC2)C(=O)OC3=CC=CC=C3,Inactive,0,True
51149,CC1=C(C(CCC1)(C)C)/C=C\C(=C\C=C/C(=C/CO)/C)\C,Inactive,0,True
51152,CN1CCC2(CC1)CCN(CC2)C(=O)C3=CC(=CC=C3)F,Inactive,0,True
51153,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C=O)NC(=O)[C@H]([C@H]2CCN=C(N2)N)NC(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O,Inactive,0,True
51154,CN1CC[C@]2(C1)CCCN(C2)C(=O)C3=CC=C(C=C3)OC,Inactive,0,True
51155,C1CN(CCC12C(=O)N(CN2C3=CC=CC=C3)CCC4=CC=C(C=C4)N=C=S)CCCC(=O)C5=CC=C(C=C5)F,Inactive,0,True
51156,COC(=O)N1CCC2(CCN(CC2)CC3=CC=CC=C3)CC1,Inactive,0,True
51157,C/C=C/1\C[C@@H]([C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(CO)O)C,Inactive,0,True
51158,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O,Inactive,0,True
51159,CN1CCC2=CC(=C(C=C2C(=O)CC3=C(C1)C4=C(C=C3)OCO4)OC)OC,Inactive,0,True
51160,CS(=O)(=O)N1CCC2(CC1)CN(C2)C3=NC=CC=N3,Inactive,0,True
51161,CC[C@]12CCCN3[C@H]1[C@]4(CC3)[C@H](CC2)N(C5=C4C=CC(=C5O)OC)C(=O)C,Inactive,0,True
51162,CCCCCCCCCCCCCCCCCCNC(=O)OC[C@@H](COP(=O)([O-])OCC[N+]1=CSC=C1)OC,Inactive,0,True
51163,CC1=C(C(=NO1)C)C(=O)N2CCC[C@]3(C2)CCN(C3)CC4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,Inactive,0,True
51164,C1C[C@@]2(CCN(C2)C(=O)NC3=CC=CC(=C3)C#N)CN(C1)C(=O)C4=CC(=CC=C4)F,Inactive,0,True
51165,COC1=CC=CC=C1CN2CCC3(CC2)CCN(CC3)S(=O)(=O)C,Inactive,0,True
51166,CC(C)NC(=O)N1CCC2(CCN(CC2)C(=O)C3=CC(=CC=C3)F)CC1,Inactive,0,True
51167,C1CN(CCC12CN(C2)C3=CC=NC=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,True
51168,C/C=C/1\CC(=C)[C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O,Inactive,0,True
51169,C1=CC=C(C(=C1)C(=O)C[C@H](C(=O)O)N)N,Inactive,0,True
51170,COC1=CC=CC=C1CN2CC3(C2)CCN(CC3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,True
51172,CC(C)NC(=O)N1CCCC2(C1)CCN(CC2)C(=O)C3=CC(=CC=C3)F,Inactive,0,True
51173,COCC(=O)N1CCC2(CC1)CN(C2)CC3=CC=CC=C3OC,Inactive,0,True
51174,CC(C)CN1CCC2(CC1)CCN(CC2)C(=O)C3=CC=CO3,Inactive,0,True
51175,C[C@]12[C@H]3CC[C@@H]([C@@]1(C(=O)OC2=O)C)O3,Inactive,0,True
51176,C=C[C@@H]1CN2CC[C@@H]1C[C@H]2[C@@H](C3=CC=NC4=CC=CC=C34)O,Inactive,0,True
51177,C1CN(CCC12CCN(CC2)C(=O)C3=CC=CO3)C4=NC=CC=N4,Inactive,0,True
51178,C[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@H](CC[C@@]3(C2)O)[C@@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,Inactive,0,True
51179,C[C@]12CC[C@H]([C@]([C@@H]1CCC(=C)[C@H]2C/C=C/3\[C@@H](COC3=O)O)(C)CO)O,Inactive,0,True
51181,COCC(=O)N1CCC2(CC1)CN(C2)C3=CC=NC=C3,Inactive,0,True
51182,COC1=CC=CC=C1CN2CC3(C2)CCN(CC3)S(=O)(=O)C,Inactive,0,True
51183,C[C@@H]1CC(=O)[C@@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@@H]3O2)NC)O)NC)O)O,Inactive,0,True
51184,C[C@@H]1C(=O)O[C@@H]2[C@]1([C@@]34C(=O)O[C@H]5[C@]3([C@@H]2O)[C@]6([C@H](C5)C(C)(C)C)[C@H](C(=O)O[C@@H]6O4)O)O,Inactive,0,True
51185,CC(=C)[C@H]1[C@@H]2[C@@H]3[C@@]4([C@]([C@H]1C(=O)O2)(C[C@@H]5[C@]4(O5)C(=O)O3)O)C,Inactive,0,True
51186,C1CC2(CCN(CC2)C(=O)C3=CC=CO3)CN(C1)C4=CC=NC=C4,Inactive,0,True
51187,C1C[C@@]2(CCN(C2)CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)CN(C1)S(=O)(=O)C4=CC=CC=C4,Inactive,0,True
